artista,biografia,Oyentes,N_Reproducciones,artistas_similares
NightCrawl," <a href=""https://www.last.fm/music/+noredirect/Nightcrawl"">Read more on Last.fm</a>",49083,176878,[]
D4R.IO," <a href=""https://www.last.fm/music/D4R.IO"">Read more on Last.fm</a>",3276,14142,"['nulloath', 'SHOVGEN', 'VERGE!', 'Deactivated', 'KLXIU']"
It Looks Sad.,"It Looks Sad. is an American Alternative Rock/Indie band from Charlotte, North Carolina. <a href=""https://www.last.fm/music/It+Looks+Sad."">Read more on Last.fm</a>",203645,3234452,"['Michael Cera Palin', 'Sorority Noise', 'Remo Drive', ""I'm Glad It's You"", 'Moose Blood']"
Endank Soekamti,"Endank Soekamti is a three-piece pop punk band) from Yogyakarta, Indonesia, established in January 2001.
The band consists of Ari (Drums), Dory (Guitar) and Erix (Bass and Vocals) Their very first performance was held in in Java Café,  Yogyakarta.

With the aid from Pongky Jikustik and Tony traX, they were able to release some albums as follow.

Discography

KELAS 1 
1. Carikan Cinta
2. Bau Mulut
3. Harus Laku
4. Kemari
5. Seberapa Besar
6. Satyo Dan Rio <a href=""https://www.last.fm/music/Endank+Soekamti"">Read more on Last.fm</a>",14165,315662,"['Rocket Rockers', 'Netral', 'Close Head', 'Remember Of Today', 'Rif']"
Dews Pegahorn," <a href=""https://www.last.fm/music/Dews+Pegahorn"">Read more on Last.fm</a>",35484,424356,"['thornskin', 'SXTN', 'Trailerpark', 'Kraftklub', 'Aspen Forest']"
Joy Division,"Joy Division was a post-punk band formed in 1976 in Salford, Greater Manchester, United Kingdom. Originally named Warsaw, the band consisted of Ian Curtis (vocals and occasional guitar), Bernard Sumner (guitar and keyboards), Peter Hook (bass guitar and backing vocals) and Stephen Morris (drums and percussion). The band dissolved in May 1980 after the suicide of its lead singer, Ian Curtis. Much of their popularity/reputation arguably resulted from frequent playings on air by iconic DJ John Peel <a href=""https://www.last.fm/music/Joy+Division"">Read more on Last.fm</a>",3309135,179419364,"['New Order', 'Bauhaus', 'Siouxsie and the Banshees', 'The Cure', 'The Chameleons']"
Scott Brown,"Scott Alexander Brown (born 28 December 1972) is a Glasgow-born Scottish disc jockey and music producer, now living in Huddersfield, West Yorkshire. Brown produces and plays a variety of genres, although he is most associated with bouncy techno. His music ranges from happy hardcore, through hard trance, to gabber. He is the founder of Evolution Records, which started in 1994.

Brown has produced music on his own record labels (Evolution Records, Evolution Plus <a href=""https://www.last.fm/music/Scott+Brown"">Read more on Last.fm</a>",96660,1381187,"['Dougal & Gammer', 'Q-Tex', 'Styles & Breeze', 'Gammer', 'Plus System']"
The Offspring,"The Offspring is a punk rock band formed in Huntington Beach, California, United States in 1984. From 1987 to 2003, the band's line-up included Dexter Holland (lead vocals, guitar), Noodles (lead and rhythm guitars, back vocals), Greg K. (bass, back vocals), and Ron Welty (drums, percussion), who was fired in 2003. Their current drummer is Brandon Pertzborn of Marilyn Manson who has been with the band since 2023. Greg K was fired from the band in 2018 and was replaced by Todd Morse. <a href=""https://www.last.fm/music/The+Offspring"">Read more on Last.fm</a>",4468786,208393945,"['Sum 41', 'Bad Religion', 'Pennywise', 'Rise Against', 'Green Day']"
T-Factor,"Cristian Itali & Tomasso Marra <a href=""https://www.last.fm/music/T-Factor"">Read more on Last.fm</a>",2061,8775,"['J.D.A.', 'Bass-D & King Matthew', 'Tommyknocker & MC Lob', 'Neophyte VS Stunned Guys', 'Base Alert']"
Emarosa,"Emarosa is an American pop (formerly post-hardcore) band formed in Lexington, Kentucky, in 2006. The band currently consists of lead guitarist and founding member ER White and lead vocalist Bradley Walden, who joined the band in 2013. The group has undergone several line-up changes throughout its career, with lead guitarist ER White being the sole remaining founding member. Originally oriented towards post-hardcore, Emarosa has gravitated towards a more pop rock sound in recent years. <a href=""https://www.last.fm/music/Emarosa"">Read more on Last.fm</a>",396642,20193622,"['Royal Coda', 'Dance Gavin Dance', 'Slaves', 'I the Mighty', 'Issues']"
Circa Survive,"Circa Survive was an alternative rock band consisting of Saosin's current vocalist Anthony Green and members of the now-defunct This Day Forward, including guitarists Brendan Ekstrom and Colin Frangicetto. Compared to the sound of Green's former group, the music of Circa Survive taps a different musical influence for Green, who cites Paul Simon, dredg, and Björk among later artists who have more influence on his vocal stylings in Circa Survive which are comparatively less aggressive, as well as his songwriting. <a href=""https://www.last.fm/music/Circa+Survive"">Read more on Last.fm</a>",797618,50238106,"['Anthony Green', 'Saosin', 'L.S. Dunes', 'The Sound of Animals Fighting', 'Thursday']"
blink-182,"Blink-182 is an American punk rock band formed in Poway, California, in 1992. Their current and best-known lineup consists of bassist/vocalist Mark Hoppus, guitarist/vocalist Tom DeLonge, and drummer Travis Barker.

After years of independent recording and touring, including stints on the Warped Tour, the group signed to MCA Records. Their biggest albums, Enema of the State (1999) and Take Off Your Pants and Jacket (2001), saw international success. <a href=""https://www.last.fm/music/blink-182"">Read more on Last.fm</a>",4518083,299628169,"['Box Car Racer', '+44', 'Angels & Airwaves', 'New Found Glory', 'Sum 41']"
In Her Own Words,"In Her Own Words is an American pop punk band from Los Angeles, California.

The band released their first EP in 2011 titled ""Brand New Me"". In 2013, the band released their first full-length album titled ""Everything I Used To Trust"". In 2016, In Her Own Words signed to InVogue Records and released their second full-length album titled ""Unfamiliar"". Currently, In Her Own Words is signed to Thriller Records and have released their third full-length studio album ""Distance Or Decay"" in 2022. <a href=""https://www.last.fm/music/In+Her+Own+Words"">Read more on Last.fm</a>",75451,2363403,"['Sleep On It', 'Boys of Fall', 'Grayscale', 'Broadside', 'State Champs']"
Good Riddance,"Good Riddance (sometimes abbreviated GR) are a punk rock band from Santa Cruz, California. They released seven full-length studio albums on Fat Wreck Chords, and their final album was a live recording of their farewell concert in 2007. Led by vocalist Russ Rankin, the band's longtime lineup included guitarist Luke Pabich, bassist Chuck Platt, and drummer Sean ""SC"" Sellers. Their sound was influenced by the hardcore punk scene and the band was known for their combination of fast punk with catchy melodies. <a href=""https://www.last.fm/music/Good+Riddance"">Read more on Last.fm</a>",265218,6602228,"['Lagwagon', 'Strung Out', 'No Use for a Name', 'Pulley', 'No Fun at All']"
Mutilator,"There are multiple artists with this name:

1) Mutilator was a Thrash Metal band from Belo Horizonte, Brazil. 

They formed in 1985, and released a demo called ""Grave Desecration"". few more Demos followed this release, until in 1987 they released their debut full-length album Immortal Force  which was in a more Death Metal style than Thrash Metal album.

They released, thereafter, an album called Into the Strange  released in 1988 was in the style of Thrash metal once again. After this album the band split up due to musical differences. <a href=""https://www.last.fm/music/Mutilator"">Read more on Last.fm</a>",48315,1229924,"['E-Force', 'Vulcano', 'Holocausto', 'Sextrash', 'Chakal']"
Destroy Boys,"Destroy Boys are an American punk rock band formed in Sacramento, California, in 2015. In 2017, they were nominated for awards in the 25th Sacramento Area Music Awards in the categories ""New Artist"", ""Punk/post-punk"" and ""Teen"" and in 2018 was the highest-voted contestant in Do The Bay's contest to play Noise Pop Festival. Their second album Make Room was included in Maximumrocknroll's top 10 albums of 2018.

The band was formed by Roditis and Mayugba on 6 October 2015[5] as an acoustic project <a href=""https://www.last.fm/music/Destroy+Boys"">Read more on Last.fm</a>",709438,23647634,"['The Oozes', 'Slutever', 'Mommy Long Legs', 'Dazey and the Scouts', 'VIAL']"
Ramones,"Ramones were a punk band that formed in Queens, New York, United States, in 1974. They are often cited as the first punk group. Despite achieving only limited commercial success, the band was a major influence on the punk movement both in the United States and the United Kingdom.

All of the band members adopted pseudonyms ending with the surname ""Ramone"", though none of them were related. They performed 2,263 concerts, touring virtually nonstop for 22 years. <a href=""https://www.last.fm/music/Ramones"">Read more on Last.fm</a>",2699008,97862703,"['Joey Ramone', 'The Clash', 'Sex Pistols', 'Dead Boys', 'Misfits']"
Ensslin,"Founded in 2015 in Angarsk, Irkutsk region. At the beginning of its creative path Ensslin was an instrumental band. It should be noted that the two members have previously played in the band Buran (emo violence), in Ensslin they radically changed to the sound similar to the midwest. The first show was in the spring on March 7, 2015. The audience met them with warmth. Later, long searches of the vocalist began. In the end they found Christina, whose voice, brought the lyrics into the music, and the sound became even more melodic .. <a href=""https://www.last.fm/music/Ensslin"">Read more on Last.fm</a>",18649,142813,"['Eldritch Anisette', 'The Lazarus Plot', 'Nymb', 'Pohgoh', 'The Shyness Clinic']"
McFly,"McFly are a British pop rock band who first found fame in 2003. The band, formed in London, was founded by Tom Fletcher (lead vocals/guitar/piano) and also consists of Danny Jones (lead vocals/guitar), Dougie Poynter (vocals/bass guitar) and Harry Judd (drums). They have released seven studio albums (their 2004 debut ""Room on the 3rd Floor"", 2005's ""Wonderland"", 2006's ""Motion in the Ocean"", 2008's ""Radio:ACTIVE"", 2010's ""Above the Noise"", 2020's ""Young Dumb Thrills"", and 2023's ""Power to Play"") and had seven #1 singles. <a href=""https://www.last.fm/music/McFly"">Read more on Last.fm</a>",793909,46850556,"['McBusted', 'Busted', 'Jonas Brothers', 'The Vamps', 'Son of Dork']"
Militarie Gun,"Militarie Gun is a hardcore band formed by Regional Justice Center's Ian Shelton in 2020. The band is made up of Ian Shelton (vocals), William Acuña (guitar), Waylon Trim (Bass), David Stalsworth (Drums) and Kevin Kiley (Guitar)

Former Members Include:
Nick Cogan  Drug Church  (guitar)
Max Epstein (bass)
Vince Nguyen of Modern Color (drums). <a href=""https://www.last.fm/music/Militarie+Gun"">Read more on Last.fm</a>",124710,3356458,"['Drug Church', 'Fiddlehead', 'Angel Du$t', 'Spite House', 'One Step Closer']"
BRDIGUNG,"BRDigung was founded in summer 2002 the exact date nobody knows. The band members are Sir cum a lot, Prinz Porno II, General Anal and Admiral Prengel. The 4 guys from Kempen Germany make Punk Rock music and played concerts with bands like der dicke Polizist, Betontod, Massendefekt and many others. In the beginning of 2005 they went to studio to record a split- lp with the band ""the Sick Fools"" and now BRDigung is on the way to become more and more popular.

 <a href=""https://www.last.fm/music/BRDigung"">Read more on Last.fm</a>",27654,737420,"['Betontod', 'Unantastbar', 'Dritte Wahl', 'Artefuckt', 'Deine Cousine']"
David Carretta,"Since the emergence of Gigolo Records, on which he has signed the first reference in 1996, David Carretta is acknowledged as a mainstay of electro-techno that he contributed to create.
Far from elusive passions, the always unassuming and intuitive Carretta starts his own record label Space Factory.
Carretta colaborated with many  Workerpoor, Al Ferox, Electrosexual, The Hacker, kiko, Dj Tonio, D.I.P. , Gesaffelstein and many more

A flawless course. <a href=""https://www.last.fm/music/David+Carretta"">Read more on Last.fm</a>",66186,436826,"['Miss Kittin & The Hacker', 'DJ Hell', 'The Hacker', 'I-F', 'Tiga']"
Random Hand,"Random Hand is a four-piece ska-punk band from Keighley, West Yorkshire. Their sound fuses influences from many genres, including ska, reggae, punk, metal, hip hop and dub. After going on hiatus in 2015, the band returned in 2018.

Random Hand formed in late 2002, and consists of Joe Tilston (Bass & Vocals), Robin Leitch (Vocals & Trombone), Mathew Crosher (Guitar & Vocals) and Joe Dimuantes (Percussion & Samples). The four members came from three <a href=""https://www.last.fm/music/Random+Hand"">Read more on Last.fm</a>",40769,852087,"['King Prawn', 'Call Me Malcolm', 'Capdown', '[spunge]', 'Sonic Boom Six']"
Motion City Soundtrack,"Motion City Soundtrack is an American rock band from Minneapolis, MN. They have released seven full-length albums: I Am The Movie (2003), Commit This To Memory (2005), Even If It Kills Me (2007), My Dinosaur Life (2010), Go (2012), Panic Stations (2015), and The Same Old Wasted Wonderful World (2025). They broke up in 2016 but announced a reunion in 2019 and followed with a tour that was cut short due to the pandemic. Their 2005 single ""Everything Is Alright"" was certified Gold by the RIAA in 2017. <a href=""https://www.last.fm/music/Motion+City+Soundtrack"">Read more on Last.fm</a>",1202885,47042330,"['The Starting Line', 'Say Anything', 'New Found Glory', 'Cartel', 'Bayside']"
Яйцы Fаберже,"ЯйцЫ Fаберже — российская группа, исполняющая ска-панк. Основана в 2003 году в г. Орёл. Название группы отсылает к известным ювелирным изделиям, пасхальным яйцам Карла Фаберже. Группа наряду с обычными для рок-музыки инструментами активно использует духовые. <a href=""https://www.last.fm/music/+noredirect/%D0%AF%D0%B9%D1%86%D0%AB+F%D0%B0%D0%B1%D0%B5%D1%80%D0%B6%D0%B5"">Read more on Last.fm</a>",7226,207677,[]
The Front Bottoms,"The Front Bottoms are a two-piece indie / pop / acoustic  band based out of Bergen County, NJ, USA. The band was formed in 2006 and originally had three members: Brian Sella (vocals, guitar, lyricist), Brian Uychich (keyboard, vocals) and Matt Uychich (drums). However, as of fall 2010, Brian Uychich left the band to concentrate on school full-time. Brian Uychich was replaced by Drew Villafuerte (bass, keys) 

On June 2nd, 2010, The Front Bottoms released a 6-track album entitled ""Slow Dance to Soft Rock"". <a href=""https://www.last.fm/music/The+Front+Bottoms"">Read more on Last.fm</a>",885222,62311800,"['MCCAFFERTY', 'The Flat Stanleys', 'Modern Baseball', 'Mom Jeans.', 'Sorority Noise']"
Fraternity,"Fraternity were an Australian rock band active in the early 1970s. They are notable mainly for their lead vocalist Bon Scott who was later to join AC/DC; and Jimmy Barnes, Scott's replacement, who went on to join Cold Chisel and have a very successful solo career.

Fraternity were formed in 1970 by some members of the recently-split Levi Smith Clefs. They were without a regular vocalist until Fraternity's bass player Bruce Howe decided to call upon Bon Scott, whose group The Valentines had just disbanded. <a href=""https://www.last.fm/music/Fraternity"">Read more on Last.fm</a>",2267,15082,"['Vince Lovegrove', 'Bon Scott With Fraternity', 'Bon Scott', 'Marcus Hook Roll Band', 'Billy Thorpe & The Aztecs']"
Man Overboard,"1- Man Overboard are an American rock band from Mt. Laurel and Williamstown, New Jersey that began in 2008. Started as an emo influenced pop-punk band to then later shift to alternative rock/indie rock. Since then, they have released two EP's, an acoustic EP, a split with Boston pop punk band Transit, a compilation of old songs and three full length albums. Taking influence from such pop punk acts as Blink-182, Saves the Day and Taking Back Sunday <a href=""https://www.last.fm/music/Man+Overboard"">Read more on Last.fm</a>",219690,11810687,"['Handguns', 'Transit', 'Set Your Goals', 'Real Friends', 'Knuckle Puck']"
Floxytek,"  Floxytek’s childhood was spent between the south of France and the Normandy beaches listening to the cutting beat of hip hop. At the age of eighteen he had a sudden flash when he discovered the betwitching and everlasting repetitive sounds of techno. Florian was inspired by this and for him music became a way of life! He tried his hands at decks then machines such as Groove box, Korg, MPC until at last he discovered the terrific power of MAO accompanied by the Virus. <a href=""https://www.last.fm/music/Floxytek"">Read more on Last.fm</a>",25871,357475,"['Billx', 'Dr. Peacock', 'Guigoo', 'Darktek', 'D-Frek']"
Rain Dogs,"New band from Byron Bay, Australia, featuring Winston McCall of Parkway Drive and Kevin Call of Comeback Kid.

Romanian band-  Rain Dogs (Tom Waits tribute band) , founded on  April 1st, 2011;  featuring Jonathan Shade - lead guitar & harmonica and Gabi Ghita - rhythm guitar & vocals <a href=""https://www.last.fm/music/Rain+Dogs"">Read more on Last.fm</a>",23229,89107,"['absent music', 'Algebra Suicide', 'Choir Boy', 'Soft Kill', 'Bragolin']"
Coldside,"Melbourne Florida metalcore/crossover outfit on Countdown Records.

Five Knuckle Bullet EP 2007
Tuff Luck EP 2008
Coldside/Blackriver Boys split coming May 2009
Working on a full length...

Tony ""Chewface"" Ogle - Vox 
Rob Polak - Guitarz 
Al Merrick - Bass 
Ed (Jaqueen Macheen) - Skins

Breaking down the barriers of hardcore music, COLDSIDE has risen from the Dirty South to make their mark. Formed from members of Wardogs, Vietnom-DMS, and Such Is Life <a href=""https://www.last.fm/music/Coldside"">Read more on Last.fm</a>",2247,28025,"['Spider Crew', 'Risk It!', 'Hard Resistance', 'Deafness By Noise', 'Only Attitude Counts']"
Darkways,"Darkways is a darkwave band from Barcelona (Spain), which has many rock and metal influences, but with an interest in delving into the sounds of post-punk and the synthesizer era. <a href=""https://www.last.fm/music/Darkways"">Read more on Last.fm</a>",21025,172184,"['Corbeau Hangs', 'Vandal Moon', 'Twin Tribes', 'MoonVampire', 'Midnight Darkwave']"
The Partisans,"The Partisans is a punk band formed in early 1978, with an original line-up of Phil Stanton (vocals), Rob ""Spike"" Harrington (guitar and vocals), Andy Lealand (guitar), Mark ""Shark"" Harris (drums), and Mark ""Savage"" Parsons (bass guitar).
Parsons and Stanton left in 1979, with Spike moving to lead vocals, and Lealand's girlfriend Louise Wright joining on bass.

Influenced by the likes of the Sex Pistols, The Clash, and The Ramones, the band started off covering punk rock hits and soon started to compose their own material. <a href=""https://www.last.fm/music/The+Partisans"">Read more on Last.fm</a>",59687,707673,"['Cockney Rejects', 'Abrasive Wheels', 'Vice Squad', 'Chron Gen', 'Red Alert']"
Danger Hardcore Team,"Danger Hardcore Team, sometimes abbreviated in DHT, is a hardcore formation, well known for the Jumpin' Time title and the compilations Virus.

Also hardcore producers and events organizers, they have contributed to popularize this underground musical genre.

Since 2005, they own their own production label, Danger Hardcore Tracks.


Biography 
Created in 1995 by six friends dedicated to the hardcore scene, DJ Bass, MC Jerky, Bram, Tim, Dennis and Michel. <a href=""https://www.last.fm/music/Danger+Hardcore+Team"">Read more on Last.fm</a>",5526,43236,"['DJ Promo', 'DJ Neophyte & Scott Brown', 'Neophyte & Evil Activities', 'DJ J.D.A.', 'Hard Creation']"
LunaKorpz,"Lunakorpz, the powerhouse DJ and producer, is on a mission to push the boundaries of Uptempo Hardcore music. With a relentless passion for high-energy beats and mind-bending sounds, Lunakorpz delivers an electrifying experience that will have you dancing on the edge of euphoria. <a href=""https://www.last.fm/music/lunakorpz"">Read more on Last.fm</a>",21671,463660,"['EQUAL2', 'Major Conspiracy', 'Deadly Guns', 'Dimitri K', 'GPF']"
Kumbia Queers,"Seis locas punk and rollers aburridas del rock actual deciden autoexplotar su lado Kumbianchero y Queer haciendo canciones de chicas para chicas...

El grupo nace en argentina en el 2006 y actualmente ya tienen un video y un album. Hacen versiones cumbia en español de canciones clasicas de grupos como the cure, black sabbath, madonna y nancy sinatra.

La banda se conforma por chicas de varias agrupaciones, Pilar Arrese y Patricia Pietrafesa, bajista y guitarrista de She Devils <a href=""https://www.last.fm/music/Kumbia+Queers"">Read more on Last.fm</a>",22571,224888,"['Sudor Marika', 'El Hijo de la Cumbia', 'El Remolón', 'miss bolivia', 'Los Miticos Del Ritmo']"
Da Beatblower," <a href=""https://www.last.fm/music/Da+Beatblower"">Read more on Last.fm</a>",2005,6112,"['Masoko Solo', 'Duo Penotti', 'Wasting Program', 'Duo Pennotti', 'Tony Salmonelli']"
LNY TNZ,"Whether you don't give a fuck about tomorrow, your trap is going techno, or you're just a little paranoid, there's a great reason to get fired up about LNY TNZ.

Inspired by the passion of putting a new twist on hard hitting EDM. LNY TNZ' slogan ""FVCK GENRES"" settles unhindered in a discography where his idiosyncratic heavy kicks have blended with all sorts of EDM and alternative influences. Combining the best from different worlds has proved as a proficient and successful crossover sound <a href=""https://www.last.fm/music/LNY+TNZ"">Read more on Last.fm</a>",83985,883092,"['Dr Phunk', 'Coone', 'Wildstylez', 'Ran-D', 'PRIMESHOCK']"
Shadowlands Terrorists," <a href=""https://www.last.fm/music/Shadowlands+Terrorists"">Read more on Last.fm</a>",5552,26023,"['J.D.A.', 'The Masochist', 'Base Alert', 'Wasting Program', 'Darrien Kelly']"
Bearings,"There are more than one band under name name of Bearings 

1. Bearings are a pop-punk band from Ottawa, Ontario. They are currently signed to Pure Noise Records. After a string of self-released EPs ""Home Is..."" & ""Higher Ground""  they signed to Pure Noise Records in 2017 and released their first music for the label with the EP ""Nothing Here Is Permanent which was released on September 4th. The following year they released their debut full-length album ""Blue In The Dark"" on October 12th. <a href=""https://www.last.fm/music/Bearings"">Read more on Last.fm</a>",66486,2126428,"['Grayscale', 'State Champs', 'Seaway', 'Between You & Me', 'Knuckle Puck']"
LONOWN,"AKA Loneliness. <a href=""https://www.last.fm/music/LONOWN"">Read more on Last.fm</a>",153606,1998483,"['DJ Anemia', 'rivoices', 'Hugeloud', 'grcz', 'CNQR+']"
Xile," <a href=""https://www.last.fm/music/+noredirect/Xile"">Read more on Last.fm</a>",21113,373585,[]
Bobbing,"bob is bobbing.

Bobbing is the solo project of Robert Ross, co-founder of Indie/Progressive Rock band Feed Me Jack. <a href=""https://www.last.fm/music/Bobbing"">Read more on Last.fm</a>",109237,1446291,"['Feed Me Jack', 'Hikes', 'Delta Sleep', 'Floral', 'Stage Kids']"
Dead End Path,"1) Dead End Path is a hardcore band from Wilkes Barre, Pennsylvania, USA. Released their first Demo in 2009 and an EP called  ""Death Walks Beside Us"" on Triple-B Records in 2010. They released their first LP on Triple B records in 2011, called Blind Faith.

2) Dead End Path from Antwerp, Belgium that came to exist in the year 2004 when five former hardcore/metal band members joined. The target was to blend the diversity of style of each band member to finally create a unique and complex kind of metal. <a href=""https://www.last.fm/music/Dead+End+Path"">Read more on Last.fm</a>",24152,611257,"['Stick Together', 'Naysayer', 'Hardside', 'Mother of Mercy', 'War Hungry']"
Nick Curran and the Lowlifes," <a href=""https://www.last.fm/music/+noredirect/Nick+Curran+and+the+Lowlifes"">Read more on Last.fm</a>",8252,76139,[]
Crywank,"Crywank are a three-piece Anti-Folk band from Manchester, England. They are self-managed, unsigned and focus mostly on sad or silly songs.

Crywank started in 2009 with Jay Clayton attempting to do some folk-punk influenced acoustic music with no previous experience playing guitar.  The first album ""James is going to die soon"" was inspired by a painful break up. Jay stated that  ""I wrote these songs out of frustration and sadness and they ended up making me feel a lot better, I hope they have a similar effect on you"". <a href=""https://www.last.fm/music/Crywank"">Read more on Last.fm</a>",377759,23209041,"['MCCAFFERTY', ""Everybody's Worried About Owen"", 'Harley Poe', 'AJJ', 'dandelion hands']"
Oakwood,"Oakwood is a Midwest Emo/Twinkly band from Odessa, Texas.
It consists of 3 members, Noah, Mat, and TJ.
They are all nerds.


Get all of their music for free at
www.oakwood.bandcamp.com

Twitter: @theoakwoodboyz <a href=""https://www.last.fm/music/Oakwood"">Read more on Last.fm</a>",181662,4111800,"['VS Self', 'Merchant Ships', 'Midwest Pen Pals', 'Train Breaks Down', 'Marietta']"
The Arrivals,"The Arrivals are a four piece from Blue Island, Illinois, Southside of Chicago.  They write songs about everything and nothing, sometimes all at once.  They sound like Mission of Burma trying to write Kinks songs, though most people have their own f-ed up description that may be just as valid.  They've toured with Dillinger Four(with whom they now share a bass player), The Soviettes, Toys That Kill, Rise Against, Tiltwheel, Vena Cava, Grabass Charlestons, and The Lawrence Arms.  They're now on Recess Records.  New CD/LP coming in early 2007. <a href=""https://www.last.fm/music/The+Arrivals"">Read more on Last.fm</a>",20460,353485,"['The Brokedowns', 'Chinese Telephones', 'Tiltwheel', 'Sass Dragons', 'Grabass Charlestons']"
Pogendroblem,"Check https://pogendroblem.bandcamp.com/  Punk from Cologne (initially Bergisch-Gladbach), Germany. <a href=""https://www.last.fm/music/pogendroblem"">Read more on Last.fm</a>",7690,134705,"['Lulu & die Einhornfarm', 'Loser Youth', 'Missstand', 'Goldzilla', 'Band ohne Anspruch']"
The Bombpops,"This is ‘Death in Venice Beach’ Where The Bombpops had a Fear of Missing Out on their 2017 debut full-length, their highly anticipated follow up shows what happens when you’re too involved—with booze, bad situations, and behavior that’s unsustainable at best and destructive at worst.
This is Death in Venice Beach (out now on Fat Wreck Chords!), the comedown after the high, when clarity pierces the morning-after haze.
It’s right there in the title, an allusion to Thomas Mann’s celebrated novella about the price of an artistic life. <a href=""https://www.last.fm/music/The+Bombpops"">Read more on Last.fm</a>",39620,874520,"['Bad Cop/Bad Cop', 'The Last Gang', 'Teenage Bottlerocket', 'Go Betty Go', 'Not On Tour']"
The Lawrence Arms,"The Lawrence Arms are a punk rock trio from Chicago, formed in 1999. The lineup consists of Brendan Kelly (vocals & bass), Chris McCaughan (vocals & guitar), and Neil Hennessy (drums). They have released seven full-length albums and are currently signed to Epitaph. Their music and lyrics exhibit their propensity for juxtaposing references from history and literature with American pop culture. The band takes its name from a building the members resided in (and were later evicted from) called the Lawrence Arms <a href=""https://www.last.fm/music/The+Lawrence+Arms"">Read more on Last.fm</a>",220404,11620618,"['The Falcon', 'Dillinger Four', 'Banner Pilot', 'Dead to Me', 'Red City Radio']"
60 juno,"60Juno leads Central California’s post-punk scene with sounds of heavy nostalgia felt deep in the chest, all beginning in the lonely bedroom of a 2020-quarantined teen in Merced. Inspired by the 2016 surge of Southern California’s DIY Indie-Rock scene, as well as the ever-popular Soundcloud era of rap, 60Juno realized that creating his own sound wasn’t as far away as he once thought. The independent 19-year old is the driving force behind all of the bass <a href=""https://www.last.fm/music/60+juno"">Read more on Last.fm</a>",223353,1717807,"['Lure Division', 'Mind’s Eye', '.com', 'Indie Anthony', 'DustBowlChampion']"
Escape the Fate,"Escape The Fate is a post-hardcore band formed in 2005 in Las Vegas, Nevada, United States. The band currently consists of Robert Ortiz (drums). Craig Mabbitt (vocals), TJ Bell (rhythm guitar, vocals), Kevin ""Thrasher"" Gruft (guitar, keyboards, vocals), and touring member Erik Jensen (bass). Ortiz is the only original member still in Escape the Fate. The band has released six studio albums: two on Epitaph, one on DGC, and three on Eleven Seven.

Before forming Escape the Fate <a href=""https://www.last.fm/music/Escape+The+Fate"">Read more on Last.fm</a>",1404057,61637259,"['Falling in Reverse', 'Black Veil Brides', 'Get Scared', 'Blessthefall', 'Sleeping With Sirens']"
Nosferatu,"There is more than one artist named Nosferatu:

1) an English Gothic rock band
2) a German krautrock band
3) a heavy metal band from Brazil
4) a death metal band from Sweden
5) an alias to Hardcore Techno producer Erwin van Kan.
6) a hardcore band from the US

1) Nosferatu is an English Gothic rock band formed in March 1988 by Damien DeVille, Vlad Janicek, and Sapphire Aurora. They are one of the most successful second wave Gothic rock groups in the world. <a href=""https://www.last.fm/music/Nosferatu"">Read more on Last.fm</a>",122484,1943238,"['Rosetta Stone', 'Paralysed Age', 'Corpus Delicti', 'La Scaltra', 'London After Midnight']"
Red City Radio,"Red City Radio is an American punk rock band from Oklahoma City, Oklahoma, formed in 2007.[1] The band's lineup consists of Garrett Dale, Ryan Donovan, Jonathan Knight and Dallas Tidwell.

History
The band has released an EP, To the Sons and Daughters of Woody Guthrie, three full-length albums, The Dangers of Standing Still,[2] Titles (on the Paper + Plastick label),[3] and Red City Radio,[4] as well as two split EPs and a digital single. In 2014 <a href=""https://www.last.fm/music/Red+City+Radio"">Read more on Last.fm</a>",64404,2297218,"['Nothington', 'Iron Chic', 'The Lawrence Arms', 'The Flatliners', 'Banner Pilot']"
Worst,"1) Brazilian hardcore band from São Paulo.
2) German metalcore/emo band from the town of Osterode in Lower Saxony.
3) Bulgarian Hip hop producer and beatmaker Nikola Saether.
4) Worst is also a Japanese Oi! band. <a href=""https://www.last.fm/music/WORST"">Read more on Last.fm</a>",15103,340906,"['Bayside Kings', 'Project46', 'Hatebreed', 'Pense', 'Rodox']"
Dogleg,"Dogleg was an emo/punk band from Detroit, MI consisting of Alex Stoitsiadis (guitars & lead vocals) Chase Macinski (bass & vocals), Parker Grissom (guitar), and Jacob Hanlon (drums). <a href=""https://www.last.fm/music/Dogleg"">Read more on Last.fm</a>",113516,2567728,"['JANK', 'Prince Daddy & The Hyena', 'Worst party ever', 'home is where', 'Ogbert the Nerd']"
OUT IN FRONT," <a href=""https://www.last.fm/music/Out+in+Front"">Read more on Last.fm</a>",11367,52478,"['Liberty Deep Down', 'Violent Nature', 'True American Grit', 'Life of Crime', 'lucky shot']"
Goulamas'k," <a href=""https://www.last.fm/music/Goulamas%27k"">Read more on Last.fm</a>",1747,23983,"['Mauresca Fracas Dub', 'Les allumés du pouce', 'Jabul Gorba', 'Dirty old Mat', 'Sangria Gratuite']"
CHEWIE,"CHEWIE (formerly known as Chewing on Tinfoil) is a ska/punk band from Dublin, Ireland. <a href=""https://www.last.fm/music/Chewie"">Read more on Last.fm</a>",12323,231200,"['Chewing on Tinfoil', 'The Newports', 'Goodbye Blue Monday', 'Riskee & The Ridicule', 'The Lippies']"
